,Odběratel,ID,IČO,Datum uzavření smlouvy,Cena_bez_dph,Cena_s_dph,Předmět smlouvy,zboží,ID verze,Dodavatel
452,"Domov Slunečnice Ostrava, příspěvková organizace",11811404,70631883,12.05.2020,"54 568,00 CZK",,Objednávka monitoringu přítomnosti,"[{'název': 'EMF Safe Bed 40x58 set', 'množství': 4, 'cena bez DPH': 12982.0, 'cena s DPH': 15707.82}, {'název': 'Úprava Codaco', 'množství': 4, 'cena bez DPH': 600.0, 'cena s DPH': 726.0}, {'název': 'zásilkové výdaje', 'množství': 1, 'cena bez DPH': 240.0, 'cena s DPH': 290.4}]",12685188,Apos Brno
453,KruV - RS (Kraj Vysočina),11355200,70890749,08.04.2020,"64 195,05 CZK","77 675,95 CZK",Kupní smlouva - Dodávka pomůcek pro práci s klienty v rámci Transformace Domova Kamélie Křižanov I.,"[{'název': 'terapeutický pes Čertík - černobílý', 'množství': 1, 'cena bez DPH': 1168, 'cena s DPH': 1413.28}, {'název': 'zvukové loto zvířata HP', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'barevná magnetická tabule červená HoE', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'omyvatelný podpůrný polštář DELTA DA PWP6', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'deka mikrovlákno DA MIKRVL', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}]",12210788,Apos Brno
454,"Domov seniorů Břeclav, příspěvková organizace",11027404,48452734,18.02.2020,"163 532,00 CZK","197 874,00 CZK",Objednávka - požární zabezpečení,"[{'název': 'detektor kouře a teploty bezdrátový se sirénou', 'množství': 151, 'cena bez DPH': 116640.0, 'cena s dph': 141134.4}, {'název': 'bezdrátové relé', 'množství': 160, 'cena bez DPH': 12530.0, 'cena s dph': 15161.3}, {'název': 'nástěnná signalizační jednotka s konzolí', 'množství': 7, 'cena bez DPH': 18522.0, 'cena s dph': 22411.62}, {'název': 'síťový adaptér 230/15 V', 'množství': 7, 'cena bez DPH': 1176.0, 'cena s dph': 1422.96}, {'název': 'Konfigurace systému pro požární zabezpečení', 'množství': 1, 'cena bez DPH': 13000.0, 'cena s dph': 15730.0}, {'název': 'Jízdné', 'množství': 128, 'cena bez DPH': 1664.0, 'cena s dph': 2013.44}]",11866984,Apos Brno
455,Centrum sociálních služeb Jeseník,10835584,852163,03.02.2020,"49 999,00 CZK",,Celoroční odběr zboží dle vlastního výběru.,"[{'název': 'Celoroční odběr zboží dle vlastního výběru', 'množství': None, 'cena bez DPH': 49999.0, 'cena s DPH': None}]",11661184,Apos Brno
456,"Domov Příbor, příspěvková organizace",10684544,48804878,07.01.2020,"70 876,00 CZK",,Kupní smlouva na dodávku komponentů pro rozšíření bezdrátové signalizace klient-sestra,"[{'název': 'Nástěnné signalizační tlačítko pokojové', 'množství': 8, 'cena bez DPH': 70876, 'cena s DPH': 85760}, {'název': 'Nástěnné signalizační tlačítko na WC', 'množství': 11, 'cena bez DPH': 70876, 'cena s DPH': 85760}, {'název': 'Pager', 'množství': 2, 'cena bez DPH': 70876, 'cena s DPH': 85760}]",11497924,Apos Brno
457,Domov pro seniory Krnov,10593588,846325,20.12.2019,,,Objednávka polohovacích podložek,"[{'název': 'MIP 1101/A/BF - podložka SONOMA 85x90 se záhyby', 'množství': 90, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'MIP MP2122/BR/UK - podložka na křesla velká 53x58 cm hnědá TEX', 'množství': 50, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'WPSD1700 - páska na štítky 2x41x17 bílá', 'množství': 2, 'cena bez DPH': None, 'cena s DPH': None}]",11401620,Apos Brno
458,"Domov pro seniory Předklášteří, příspěvková organizace",10589452,65761774,25.12.2019,"53 231,00 CZK","64 410,00 CZK","Dodávka povlečení, spec.zdrav.textilií a ergoterapeutických pomůcek","[{'název': 'povlečení, speciální zdravotnické textilie a ergoterapeutické pomůcky', 'množství': None, 'cena bez DPH': 64410, 'cena s DPH': 77911}]",11397360,Apos Brno
459,Domov pro seniory Elišky Purkyňové,10576044,70875316,17.12.2019,,,Kupní smlouva o dodávkách textilních a dalších výrobků,"[{'název': 'zdravotnické textilie a jiné pomůcky', 'množství': 2.1, 'cena bez DPH': None, 'cena s DPH': None}]",11383040,Apos Brno
460,"Podkrušnohorské domovy sociálních služeb Dubí - Teplice, příspěvková organizace",10555592,63787849,30.01.2020,,"203 656,00 CZK",Objednávka č. 116/2019 - ručníky a prostěradla,"[{'název': 'ručník', 'množství': 720, 'cena bez DPH': 152, 'cena s DPH': 109.44}, {'název': 'ručník na obličej', 'množství': 996, 'cena bez DPH': 26, 'cena s DPH': 25.896}, {'název': 'prostěradla', 'množství': 160, 'cena bez DPH': 427, 'cena s DPH': 68.32}]",11360788,Apos Brno
461,"Domov důchodců Velké Hamry, příspěvková organizace",10500512,71220003,10.12.2019,,"132 259,00 CZK",Objednávka - podložky,"[{'název': 'podložky na křesla', 'množství': 80, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'podložky CHAMONIX', 'množství': 133, 'cena bez DPH': None, 'cena s DPH': None}]",11300120,Apos Brno
462,"Domov Pod Lipami Smečno, poskytovatel sociálních služeb",10495116,71234454,27.12.2019,"373 523,00 CZK","451 963,00 CZK",Dodávka a montáž komponentů komunikačního systému do prostor 4. a 5. oddělení domova pro seniory,"[{'název': 'Dodávka a montáž komponentů komunikačního systému', 'množství': None, 'cena bez DPH': 373523.0, 'cena s DPH': 451963.0}]",11294444,Apos Brno
463,"Domov Pod Lipami Smečno, poskytovatel sociálních služeb",10495180,71234454,30.12.2019,"51 570,00 CZK","62 400,00 CZK",Dodávka zboží 2 ks židle HEBIX pro zvedání osob po pádu,"[{'název': 'židle HEBIX pro zvedání osob po pádu s transportní taškou', 'množství': 2, 'cena bez DPH': 51570.0, 'cena s DPH': 62400.0}]",11294508,Apos Brno
464,"Domov důchodců Rokytnice nad Jizerou, příspěvková organizace",10436108,85782,25.11.2019,"82 676,00 CZK","100 038,00 CZK","podložky, chrániče oděvů, prostěradla","[{'název': 'Podložka CHAMONIX', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Chránič oděvů', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Podložky do křesla', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Prostěradla — obálkový střih', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}]",11224640,Apos Brno
465,"Domov seniorů Břeclav, příspěvková organizace",10362424,48452734,25.11.2019,"160 303,00 CZK","193 967,00 CZK","Objednávka - podložky, prostěradla","[{'název': 'podložka SONOMA 85x90 MIP 1101/A/SB', 'množství': 200, 'cena bez DPH': 93420, 'cena s DPH': 113038.2}, {'název': 'elastické prostěradlo obálkového MIP SK3400B/PE/AB', 'množství': 70, 'cena bez DPH': 24710, 'cena s DPH': 29899.1}, {'název': 'elastické prostěradlo obálkového MIP SK3400B/C/AB', 'množství': 70, 'cena bez DPH': 24710, 'cena s DPH': 29899.1}, {'název': 'elastické prostěradlo obálkového © MIP SK3400B/W/AB', 'množství': 30, 'cena bez DPH': 10590, 'cena s DPH': 12813.9}, {'název': 'kalendář dřevěný komplet s SKA4040', 'množství': 3, 'cena bez DPH': 4953, 'cena s DPH': 5993.13}, {'název': 'zásilkové výdaje', 'množství': 1, 'cena bez DPH': 1920, 'cena s DPH': 2323.2}]",11144228,Apos Brno
466,"Sociální služby města Kroměříže, příspěvková organizace",10328380,71193430,16.12.2019,"178 021,50 CZK","215 406,00 CZK","Objednávka zažehlovací lisy + příslušenství DPS Morava, Vážany, DOZP Barborka","[{'název': 'Zažehlovací lis GOLDESEAL PLUS 120X90', 'množství': 1, 'cena bez DPH': 178021.5, 'cena s DPH': 215406.0}, {'název': 'Páska se štítky 2x41x17 bílá', 'množství': 1, 'cena bez DPH': 31043.4, 'cena s DPH': None}, {'název': 'Páska do tiskárny Epson LO 630', 'množství': 1, 'cena bez DPH': 4123.61, 'cena s DPH': None}, {'název': 'Sw pro potisk štítků APOS LabelPrint', 'množství': 1, 'cena bez DPH': 18381.36, 'cena s DPH': None}, {'název': 'Držák rolí', 'množství': 1, 'cena bez DPH': 5400.35, 'cena s DPH': None}, {'název': 'Tiskárna EPSON LO 630 VČ', 'množství': 1, 'cena bez DPH': 37554.17, 'cena s DPH': None}, {'název': 'Instalace a zaškolení', 'množství': 1, 'cena bez DPH': 3379.53, 'cena s DPH': None}, {'název': 'Jízdné technika pro všechna zařízení v jeden den', 'množství': 1, 'cena bez DPH': 2092.09, 'cena s DPH': None}]",11107944,Apos Brno
467,"Nemocnice Jablonec nad Nisou, p.o.",10257480,829838,09.12.2019,"58 140,00 CZK",,Objednávka zdravotnických lůžkovin.,"[{'název': 'zboží dle cenové nabídky VNA19349', 'množství': 1, 'cena bez DPH': 58140.0, 'cena s DPH': 58140.0}]",11032304,Apos Brno
468,"Domov Hrubá Voda, příspěvková organizace",9603262,75004399,03.10.2019,"98 430,00 CZK","119 100,00 CZK",Venkovní trenažéry pro seniory.,"[{'název': 'trenažéry pro seniory', 'množství': 1, 'cena bez DPH': 119100, 'cena s DPH': None}]",10896704,Apos Brno
469,Domovy Na Třešňovce,10089872,71193952,21.11.2019,"199 996,96 CZK","241 996,00 CZK",Dodávka podložek do lůžka,"[{'název': 'podložka CHAMONIX 85x90 se záhyby', 'množství': 308, 'cena bez DPH': None, 'cena s DPH': None}]",10852388,Apos Brno
470,Domov důchodců Černožice,10014124,579017,13.11.2019,,"176 668,00 CZK",objednávka 378/2019,"[{'název': 'omyvatelný polštář Sanitized velký 85x65 cm KDA 8565 KOMBI', 'množství': 10, 'cena bez DPH': 530.84, 'cena s DPH': 6423.16}, {'název': 'SMART elastické napínací prostěradlo meruňkové MIP SK7000/PE/AB', 'množství': 25, 'cena bez DPH': 324.76, 'cena s DPH': 9823.99}, {'název': 'SMART elastické napínací prostěradlo žluté MIP SK7000/YE/AB', 'množství': 25, 'cena bez DPH': 324.76, 'cena s DPH': 9823.99}, {'název': 'SMART elastické napínací prostěradlo zelené MIP SK7000/G/AB', 'množství': 25, 'cena bez DPH': 324.76, 'cena s DPH': 9823.99}, {'název': 'SMART elastické napínací prostěradlo modré MIP SK7000/BL/AB', 'množství': 25, 'cena bez DPH': 324.76, 'cena s DPH': 9823.99}, {'název': 'chránič oděvu velký 45x90 vz 1 s kapsou MIP 70836/SY/UK/K', 'množství': 30, 'cena bez DPH': 339.48, 'cena s DPH': 12323.12}, {'název': 'podložka CHAMONIX 85x90 se záhyby MIP 2011/F', 'množství': 150, 'cena bez DPH': 644.92, 'cena s DPH': 117052.98}, {'název': 'přepravní náklady', 'množství': None, 'cena bez DPH': 1300.0, 'cena s DPH': 1573.0}]",10771128,Apos Brno
471,"Dům sociální péče Kralovice, příspěvková organizace",9871764,49748190,30.10.2019,"372 700,00 CZK",,dodávka systémzu bezdrátové signalizace,"[{'název': 'systém bezdrátové signalizace', 'množství': None, 'cena bez DPH': 372700, 'cena s DPH': 450967}]",10619104,Apos Brno
472,Domovy Na Třešňovce,9744866,71193952,11.10.2019,"111 116,00 CZK","134 450,36 CZK",Dodávka a montáž bezdrátové signalizace,"[{'název': 'dodávka a montáž bezdrátové signalizace pro klienty', 'množství': None, 'cena bez DPH': 111116.0, 'cena s DPH': 134450.36}]",10485122,Apos Brno
473,"Domov seniorů Břeclav, příspěvková organizace",9686242,48452734,14.10.2019,"123 024,00 CZK","148 860,00 CZK","Objednávka - podložky Sonoma, elast.prostěradla","[{'název': 'VNA19243', 'množství': None, 'cena bez DPH': 123025.1, 'cena s DPH': None}]",10423594,Apos Brno
474,"Nemocnice České Budějovice, a.s.",9675398,26068877,04.10.2019,,"190 128,51 CZK",objednávka spotřební materiál,"[{'název': 'Prostěradlo elastické obálka, modrá', 'množství': None, 'cena bez DPH': 180.0, 'cena s DPH': None}, {'název': 'Prostěradlo elastické obálka, meruňková', 'množství': None, 'cena bez DPH': 160.0, 'cena s DPH': None}, {'název': 'Prostěradlo elastické obálka, žlutá', 'množství': None, 'cena bez DPH': 160.0, 'cena s DPH': None}]",10412278,Apos Brno
475,Palata - Domov pro zrakově postižené,9669962,70872783,08.10.2019,,"75 936,00 CZK",objednávka - lis,"[{'název': 'zažehlovací lis GOLDSEAL PLUS W GS-Plus', 'množství': 1, 'cena bez DPH': 32892.56, 'cena s dph': None}, {'název': 'páska se štítky a logem bílá WPSD1700', 'množství': 50, 'cena bez DPH': 10703.0, 'cena s dph': None}, {'název': 'páska do tiskárny Epson LQ 630 W', 'množství': 1, 'cena bez DPH': 1195.77, 'cena s dph': None}, {'název': 'tiskárna EPSON LQ 630', 'množství': 1, 'cena bez DPH': 9286.0, 'cena s dph': None}, {'název': 'sw pro tisk štítků APOS LabelPrint upgrade', 'množství': 1, 'cena bez DPH': 980.0, 'cena s dph': None}, {'název': 'instalace systému, úprava databáze', 'množství': 1, 'cena bez DPH': 1980.0, 'cena s dph': None}, {'název': 'doprava', 'množství': 1, 'cena bez DPH': 5720.0, 'cena s dph': None}]",10406526,Apos Brno
476,Centrum sociální pomoci města Litomyšl,9452522,194387,16.06.2019,,"136 092,00 CZK",evakuační podložky,"[{'název': 'evakuační podložky dle nabídky VNA 19165', 'množství': 66, 'cena bez DPH': None, 'cena s DPH': '2 062,00 Kč'}]",10176678,Apos Brno
477,Centrum sociální pomoci města Litomyšl,9421410,194387,16.09.2019,,"136 092,00 CZK",Evakuační podložky,"[{'název': 'evakuační podložky dle nabídky VNA 19165', 'množství': 66, 'cena bez DPH': None, 'cena s DPH': '2 062,00 Kč'}]",10143758,Apos Brno
478,Léčebna dlouhodobě nemocných Rybitví,9174743,190560,12.08.2019,,"65 340,00 CZK",Objednávka evakuačních podložek,"[{'název': 'Evakuační podložka Transtex se dvěma popruhy MÍP CS635-001', 'množství': 45, 'cena bez DPH': 452.0, 'cena s dph': None}]",9881683,Apos Brno
479,Městské sociální a zdravotní služby,9155783,873667,24.06.2019,"1 000 000,00 CZK","1 210 000,00 CZK",rámcová kupní smlouva,"[{'název': 'systém značení prádla', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}]",9861591,Apos Brno
480,Léčebna dlouhodobě nemocných Rybitví,9149699,190560,08.08.2019,,"47 916,00 CZK",Objednávka evakuačních podložek,"[{'název': 'Evakuační podložka Transtex se dvěma popruhy MIP CS635-001', 'množství': 33, 'cena bez DPH': 452.0, 'cena s dph': None}]",9855051,Apos Brno
481,"Domov Hvězda, příspěvková organizace",9085523,226564,25.07.2019,"38 628,00 CZK","46 740,00 CZK",Požární signalizace Pavilon,"[{'název': 'bezdrátové detektory kouře', 'množství': 19, 'cena bez DPH': None, 'cena s DPH': None}]",9786767,Apos Brno
482,"Domov Hvězda, příspěvková organizace",9049023,226564,25.07.2019,"78 790,00 CZK","95 336,00 CZK",Objednávka-´detektory kouře včetně příslušenství,"[{'název': 'bezdrátové detektory kouře', 'množství': 21, 'cena bez DPH': None, 'cena s DPH': None}]",9747747,Apos Brno
483,Psychiatrická nemocnice Brno,8486143,160105,23.05.2019,"61 000,00 CZK",,Objednávka: Dodávka zažehlovacích transferů na označení textilu a dvě spodní a horní deštičky na zažehlovací lis. Podrobnosti viz. objednávka.,"[{'název': 'silikon, podl. 120x 90 mm komplet', 'množství': 2, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'krycí fólie 134 x 96 mm', 'množství': 2, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'zásilkové výdaje', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': None}]",9521883,Apos Brno
484,Domov sociálních služeb Chotělice,8808247,579025,24.06.2019,"113 505,00 CZK","137 341,00 CZK",Předmětem smlouvy je zhotovení díla spočívajícího v dodávce a montáži bezdrátového systému pro klienty,"[{'název': 'Dodávka a montáž bezdrátového systému pro klienty', 'množství': None, 'cena bez DPH': None, 'cena s dph': 137341}]",9493407,Apos Brno
485,"Nemocnice Jablonec nad Nisou, p.o.",8598815,829838,05.06.2019,"180 017,60 CZK",,Objednávka osobních ochr. pomůcek.,"[{'název': 'ochranné pracovní pomůcky dle cenové nabídky VNA19138', 'množství': 1, 'cena bez DPH': 118017.6, 'cena s dph': None}]",9271679,Apos Brno
486,"Domov Barbora Kutná Hora, poskytovatel sociálních služeb",8416115,48677752,23.04.2019,"90 855,37 CZK","109 935,00 CZK",Dodávka elastických prostěradel,"[{'název': 'elastická prostěradla', 'množství': None, 'cena bez DPH': 90855.37, 'cena s DPH': 109935}]",9078439,Apos Brno
487,Centrum sociálních služeb pro osoby se zrakovým poostižením v Brně Chrlicích,8379615,13693131,28.06.2016,"70 801,65 CZK","85 670,00 CZK",Rehabilitační pomůcky pro seniory,"[{'název': 'máslo', 'množství': 2, 'cena bez DPH': 25, 'cena s DPH': 30.25}, {'název': 'mléko', 'množství': 1, 'cena bez DPH': 15, 'cena s DPH': 18.15}]",9040303,Apos Brno
488,"Domov pro seniory Strážnice, příspěvková organizace",8364267,47375604,14.05.2019,,,Dodávka zboží,"[{'název': 'Pytle na svoz mokrého prádla, barva bílá', 'množství': 3, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Pytle na svoz mokrého prádla, barva zelená', 'množství': 3, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Pytle na svoz mokrého prádla, barva modrá', 'množství': 3, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Pytle na svoz mokrého prádla, barva červená', 'množství': 3, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'podložka Sonoma 85 x 90 cm bez záhybů', 'množství': 46, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'elastické prostěradlo obálka modrá', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'bezpečnostní pyžamovak, dl.rukáv', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'ochr.návleky na ruce, polstrované/síťované', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': None}]",9024315,Apos Brno
489,"Ústav sociálních služeb v Praze 4, přísp. org.",8193519,70886199,29.03.2019,"317 265,00 CZK","383 890,65 CZK",Kupní smlouva Dodávka a montáž bezdrátového systému pro klienty,"[{'název': 'Signalizace klient - sestra', 'množství': None, 'cena bez DPH': 317265, 'cena s DPH': 383890.65}]",8843947,Apos Brno
490,"Domov pro seniory Havlíčkův Brod, příspěvková organizace",8156031,60128071,08.04.2019,"154 399,00 CZK","186 823,00 CZK","podložky, prostěradla, povlečení pro budovu Husova B","[{'název': 'podložky EMERIS 75x85', 'množství': 132, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'podložky SONOMA 85x90', 'množství': 88, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'elastická prostěradla obálkového střihu krémová', 'množství': 220, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'bavlněná povlečení s potiskem vzor orchidej', 'množství': 36, 'cena bez DPH': None, 'cena s DPH': None}]",8804415,Apos Brno
491,"Domov důchodců Velké Hamry, příspěvková organizace",8138951,71220003,04.03.2019,,"97 429,00 CZK",Objednávka - 133 ks podložek CHAMONIX,"[{'název': 'podložka CHAMONIX 85x90', 'množství': 133, 'cena bez DPH': 97.429, 'cena s DPH': None}]",8786235,Apos Brno
492,"Domov Slunovrat, Ostrava-Přívoz, příspěvková organizace",7976683,70631841,28.12.2018,,,Dodávka povlečení,"[{'název': 'krepové povlečení', 'množství': 80, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'elastické prostěradlo obálkového střihu - žluté', 'množství': 25, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'elastické prostěradlo obálkového - zelené', 'množství': 25, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'elastické prostěradlo napínací - krémové', 'množství': 25, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'elastické prostěradlo napínací - žluté', 'množství': 25, 'cena bez DPH': None, 'cena s DPH': None}]",8612487,Apos Brno
493,KruV - RS (Kraj Vysočina),7945111,70890749,21.03.2019,"199 950,30 CZK","241 939,87 CZK","Kupní smlouva - Dodávka přikrývek, polštářů, povlečení a prostěradel pro přístavbu Domova pro seniory Havlíčkův Brod.","[{'název': 'Prošívaná přikrývka EXCLUSIVE', 'množství': 109, 'cena bez DPH': 650.04, 'cena s DPH': 785.55}, {'název': 'Prošívaný polštář EXCLUSIVE 90x70, 1400', 'množství': 109, 'cena bez DPH': 506.07, 'cena s DPH': 612.34}, {'název': 'Bavlněné povlečení s potiskem 200x140/70x90', 'množství': 109, 'cena bez DPH': 366.53, 'cena s DPH': 443.51}, {'název': 'Elastické prostěradlo obálkového střihu', 'množství': 109, 'cena bez DPH': 311.77, 'cena s DPH': 377.44}]",8578583,Apos Brno
494,Domov důchodců Dobrá Voda,7852151,666262,06.03.2019,,"65 300,00 CZK","Objednávka č. 131/2019 - 43 ks evakuačních podložek model CS653-0001 (2 fixační pásy, přezky z tvrzeného plastu).","[{'název': 'evakuační podložky model CS653-0001', 'množství': 43, 'cena bez DPH': 1244, 'cena s DPH': None}]",8478667,Apos Brno
495,SeniorCentrum Skuteč,7563011,75016541,31.12.2018,"61 580,20 CZK","74 512,00 CZK",Lůžkoviny,"[{'název': 'krepové povlečení 200x140/70x90', 'množství': 60, 'cena bez DPH': 490, 'cena s DPH': None}, {'název': 'povlak na polštářek 40x40 cm krep', 'množství': 40, 'cena bez DPH': 88, 'cena s DPH': None}, {'název': 'povlak na přikrývku 140x200 cm krep', 'množství': 20, 'cena bez DPH': 374, 'cena s DPH': None}, {'název': 'elastické prostěradlo obálkového střihu meruňkové', 'množství': 60, 'cena bez DPH': 353, 'cena s DPH': None}, {'název': 'zaokrouhlení', 'množství': 1, 'cena bez DPH': 0.2, 'cena s DPH': None}]",8164291,Apos Brno
496,Centrum sociálních služeb Jeseník,7426715,852163,24.01.2019,"49 999,00 CZK",,Odběr zboží dle vlastního výběru,"[{'název': 'Odběr zboží dle vlastního výběru', 'množství': None, 'cena bez DPH': 'do 49 999,00 CZK', 'cena s dph': None}]",8017663,Apos Brno
497,Barevné domky Hajnice,7342707,194972,21.12.2018,,"88 959,00 CZK",Pytle na prádlo,"[{'název': 'Pytle na prádlo', 'množství': 200, 'cena bez DPH': None, 'cena s dph': None}]",7927775,Apos Brno
498,Domov důchodců Humburky,7337687,61222836,19.12.2019,"65 787,58 CZK",,zažehlovací lis GOLDSEAL PLUS včetně příslušenství,"[{'název': 'zažehlovací lis GOLDSEAL PLUS včetně příslušenství', 'množství': None, 'cena bez DPH': None, 'cena s dph': None}]",7922343,Apos Brno
499,Barevné domky Hajnice,7342979,194972,21.12.2018,,"61 204,00 CZK",Podložky pro klienty,"[{'název': 'Podložky', 'množství': 79, 'cena bez DPH': None, 'cena s DPH': None}]",7928063,Apos Brno
500,"Sociální služby Šebetov, příspěvková organizace",7347571,838446,18.12.2018,"94 064,00 CZK",,Dodávka trenažérů,"[{'název': 'trenažér pro ramena a lokty R716DA', 'množství': 1, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'rotoped s dvoulavičkou R7135A', 'množství': 1, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'trenažér pro procvičování pohyblivosti ramen a zad R7162A', 'množství': 1, 'cena bez DPH': None, 'cena s dph': None}]",7932883,Apos Brno
501,"Domov Čujkovova, Ostrava-Zábřeh, příspěvková organizace",7293639,70631875,20.12.2018,"92 661,00 CZK","112 120,00 CZK",Nákup ochranných zdravotnických prostředků,"[{'název': 'ochranné návleky na ruce', 'množství': 100, 'cena bez DPH': 609.09, 'cena s DPH': 737}, {'název': 'ochranné návleky na ruce se síťovinou', 'množství': 35, 'cena bez DPH': 895.87, 'cena s DPH': 1084}, {'název': 'doprava', 'množství': None, 'cena bez DPH': 396.69, 'cena s DPH': 480}]",7875087,Apos Brno
502,"Nemocnice Jablonec nad Nisou, p.o.",7233035,829838,03.01.2019,,,Celoroční objednávka ochranných prac. pomůcek.,"[{'název': 'banány', 'množství': 5, 'cena bez DPH': 25, 'cena s DPH': 30.25}, {'název': 'jablka', 'množství': 3, 'cena bez DPH': 15, 'cena s DPH': 18.15}]",7809947,Apos Brno
503,Domov pro seniory Elišky Purkyňové,7243043,70875316,21.12.2018,,,18-12-21_Kupní smlouva - Dodávky textilních a dalších výrobků,"[{'název': 'zdravotnické textilie a jiné pomůcky', 'množství': None, 'cena bez DPH': 2.1, 'cena s DPH': 3.1}]",7820607,Apos Brno
504,Domov seniorů Mistra Křišťana Prachatice,7167835,477109,20.12.2018,"71 371,90 CZK","86 360,00 CZK",Objednávka zboží - elastická obálková prostěradla 200 kusů,"[{'název': 'elastická obálková prostěradla', 'množství': None, 'cena bez DPH': 71371.9, 'cena s DPH': 86360.0}]",7739083,Apos Brno
505,"Centrum sociálních služeb Znojmo, příspěvková organizace",7141735,45671770,17.12.2018,"137 700,00 CZK","166 617,00 CZK",Kupní smlouva,"[{'název': 'evakuační podložky SkiSheet 3 výrobce Hospital Aids, UK', 'množství': 85, 'cena bez DPH': 137700, 'cena s DPH': None}]",7711055,Apos Brno
506,"Centrum pro seniory Zahrada, o.p.s.",7120595,29295327,16.08.2016,,"44 940,00 CZK",Evakuační podložky SKI SHEET 3,"[{'název': 'EVAKUAČNÍ PODLOŽKA SKI SHEET 3', 'množství': 20, 'cena bez DPH': 2247, 'cena s DPH': 44940}]",7688343,Apos Brno
507,"Centrum pro seniory Zahrada, o.p.s.",7120743,29295327,15.10.2018,,"44 940,00 CZK",Nákup evakuačních podložek SKI SHEET 3,"[{'název': 'EVAKUAČNÍ PODLOŽKA SKI SHEET 3', 'množství': 20, 'cena bez DPH': 2247, 'cena s DPH': 44940}]",7688503,Apos Brno
508,"Centrum pro seniory Zahrada, o.p.s.",7120831,29295327,29.11.2018,,"76 398,00 CZK",Nákup evakuačních podložek SKI SHEET 3,"[{'název': 'EVAKUAČNÍ PODLOŽKA SKI SHEET 3', 'množství': 34, 'cena bez DPH': 2247, 'cena s DPH': 2247}]",7688595,Apos Brno
509,Centrum sociálních služeb Jeseník,7073551,852163,03.12.2018,,"50 000,00 CZK","Objednávka povlečení (20ks), prostěradel (20ks), evakuačních podložek (13ks)","[{'název': 'Povlečení a prostěradlo Smart', 'množství': 20, 'cena bez DPH': None, 'cena s DPH': 50000.0}, {'název': 'Evakuační podložky', 'množství': 13, 'cena bez DPH': None, 'cena s DPH': None}]",7637807,Apos Brno
510,Domov pro seniory Háje,7000667,70875111,04.12.2018,,"55 590,00 CZK",Objednávka overalů,"[{'název': 'overal se zipy rozkrok i záda', 'množství': 10, 'cena bez DPH': 853.0, 'cena s DPH': 1853.0}, {'název': 'overal se zipy rozkrok i záda', 'množství': 5, 'cena bez DPH': 853.0, 'cena s DPH': 1853.0}]",7559735,Apos Brno
511,G-centrum Tábor,6984031,67189393,06.12.2018,,,Dodávky zdravotnických prostředků a ložního prádla dodavatelem odběrateli,"[{'název': 'zdravotnické prostředky a ložní prádlo', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}]",7541731,Apos Brno
512,"Zdravotnická záchranná služba Jihomoravského kraje, příspěvková organizace",6992215,346292,06.12.2018,"193 122,00 CZK",,Kupní smlouva - podložky pro tlusté,"[{'název': 'Transportní podložka pro bariatrické pacienty', 'množství': 9, 'cena bez DPH': None, 'cena s DPH': 233676}]",7550599,Apos Brno
